n,t,farmid,year,y1,y2,y3,y4,p1,p2,p3,p4,x1,x2,x3,x4,x5,x6,w1,w2,w3,w4,w5,w6
15300,7,15300,2004,133.319,218.44795,314.14664,153.26321,3.8893981,1.0180583,1.0201359,1.0024757,380,5.5500002,237.52255,434.84369,379.6214,1639.0031,.066485442,130.59921,1.0596117,.98377675,.011427185,.050902914
15300,8,15300,2005,142.245,421.91257,316.27963,106.67247,3.8480027,1.0174761,1.0092953,.99906951,442,6.0999999,196.82625,560.21954,438.3638,1978.756,.057264991,132.45494,1.0358827,.9827081,.01022589,.05521981
15300,9,15300,2006,177.21201,258.69254,339.19363,66.143288,3.803,1.005,1.002,.991,442,5.7750001,254.05693,614.33197,444.03186,2066.7546,.057,139.966,1.001,1,.013,.057
15305,3,15305,2000,120.276,269.88889,345.44333,49.265507,3.837801,1.0141165,.99403507,1.0252731,357,3.9030001,202.77177,292.76868,404.0704,2103.6736,.061360192,160.8418,1.1145242,.91147768,.036816113,.098176308
15305,4,15305,2001,109.619,248.36053,349.43417,36.829521,4.0269213,1.0481472,.99509019,1.0416504,357,3.0580001,173.68558,295.43756,332.74796,2111.1455,.061719414,121.8168,1.0882107,.89330727,.043311868,.10178289
15305,5,15305,2002,122.408,318.3945,362.19006,62.466267,4.1221728,1.0487167,1.0123698,1.0775805,357,2.934,207.16432,307.55853,346.58511,1989.5527,.062003631,120.80232,1.0604759,.9225713,.043830156,.10583379
15305,6,15305,2003,126.873,251.56413,343.18057,29.100889,3.9483759,1.0006588,.99961525,1.0549176,357,3.8180001,179.32089,368.11429,366.79044,1928.8213,.057389185,120.98997,1.0632651,.94013923,.025042554,.099126771
15305,7,15305,2004,138.354,238.73209,333.40021,22.032125,3.934068,1.000398,1.0201359,1.0024757,357,3.8150001,212.42844,403.09079,335.87332,1862.3004,.066485442,130.28757,1.0596117,.98377675,.011427185,.090378642
15305,8,15305,2005,131.619,315.75815,317.45493,6.226203,3.8909514,1.0021373,1.0092953,.99906951,357,3.6960001,200.54787,324.88126,333.40204,1649.9138,.057264991,128.83191,1.0358827,.98168546,.01022589,.09714596
15305,9,15305,2006,139.511,264.66464,305.13474,20.383451,3.8499999,.99900001,1.002,.991,357,3.4579999,225.80019,309.17099,344.5986,1513.0964,.057,136.735,1.001,1,.013,.106
15307,4,15307,2001,123.792,183.55888,313.23615,243.13617,4.0269213,1.0481472,.99509019,1.0416504,304,5.2490001,152.71642,273.93939,286.26035,1826.0745,.061719414,121.8168,1.0882107,.89330727,.043311868,.10611407
15307,5,15307,2002,107.673,180.6687,329.37592,416.97916,4.1221728,1.0487167,1.0123698,1.0775805,304,3.602,158.65021,291,273.90421,2260.5796,.062003631,120.80232,1.0604759,.9225713,.043830156,.10797185
15307,6,15307,2003,126.15,220.83107,300.94989,249.65083,3.9483759,1.0006588,.99961525,1.0549176,255,3.7639999,217.69872,335.8335,310.11469,2176.1755,.057389185,120.98997,1.0632651,.94013923,.025042554,.094953015
15307,7,15307,2004,124.737,284.19418,313.01123,532.32855,3.934068,1.000398,1.0201359,1.0024757,255,4.2639999,218.72255,293.32419,352.98544,2109.251,.066485442,130.28757,1.0596117,.98377675,.011427185,.08518447
15307,8,15307,2005,116.605,269.99896,294.47821,438.90482,3.8909514,1.0021373,1.0092953,.99906951,255,5.8740001,201.08983,346.69064,330.83264,1905.046,.057264991,128.83191,1.0358827,.98168546,.01022589,.091010429
15309,4,15309,2001,77.707001,90.555214,231.43416,30.406445,4.0431628,1.04923,.99509019,1.0416504,198,4.1409998,101.39702,259.75516,179.66977,1093.6288,.061719414,122.65921,1.0882107,.89330727,.043311868,.13534959
15309,5,15309,2002,86.787003,118.33505,243.41075,3.3700397,4.1050682,1.0369574,1.0123698,1.0775805,198,7.1760001,109.29536,291.20395,174.53609,1201.6713,.062003631,126.10683,1.0604759,.9225713,.042761125,.13683562
15309,6,15309,2003,90.410004,102.7125,311.51151,10.35905,3.9275072,1.0017021,.99961525,1.0549176,197,6.9580002,136.20018,228.90556,178.125,1102.5819,.057389185,125.47154,1.0632651,.93909574,.025042554,.12834309
15309,7,15309,2004,94.919998,72.921425,243.31059,42.711918,3.8893981,1.0180583,1.0201359,1.0024757,273,6.4879999,109.63628,286.27667,191.90306,980.01959,.066485442,130.59921,1.0596117,.98377675,.011427185,.11427185
15309,8,15309,2005,94.454002,100.87135,243.11246,44.186283,3.8480027,1.0174761,1.0092953,.99906951,274,5,113.59921,272.23935,174.38693,938.83331,.057264991,132.45494,1.0358827,.9827081,.01022589,.12680104
15309,9,15309,2006,100.535,109.00697,243.76947,52.652878,3.803,1.005,1.002,.991,286,4.3920002,119.93806,292.14899,190.30646,884.53656,.057,139.966,1.001,1,.013,.086000003
15310,4,15310,2001,45.530998,55.275826,184.87813,66.590431,4.0269213,1.0481472,.99509019,1.0416504,117,2.7490001,61.272636,152.69939,113.73967,762.2287,.061719414,121.8168,1.0882107,.89330727,.043311868,.12343883
15310,5,15310,2002,47.462002,57.535168,191.45828,10,4.1221728,1.0487167,1.0123698,1.0775805,117,2.3570001,83.042336,159.5481,102.52293,749.41583,.062003631,120.80232,1.0604759,.9225713,.043830156,.12614533
15310,6,15310,2003,52.210999,36.013554,178.56471,16.07913,3.9483759,1.0006588,.99961525,1.0549176,137,2.138,74.547592,164.4617,107.45255,767.55426,.057389185,120.98997,1.0632651,.94013923,.025042554,.10747429
15310,7,15310,2004,50.551998,74.258568,183.17923,29.540934,3.934068,1.000398,1.0201359,1.0024757,137,2.1500001,69.046082,146.51424,99.658363,746.17017,.066485442,130.28757,1.0596117,.98377675,.011427185,.10284466
15310,8,15310,2005,46.080002,52.7551,165.36171,6.5527124,3.8909514,1.0021373,1.0092953,.99906951,138,2.0480001,62.892399,143.61874,94.491829,643.33569,.057264991,128.83191,1.0358827,.98168546,.01022589,.11657515
15311,5,15311,2002,86.624001,92.363914,233.38014,2.9761903,4.1221728,1.0487167,1.0123698,1.0775805,233,3.7839999,114.53427,275.85284,158.97043,1093.2031,.062003631,120.80232,1.0604759,.9225713,.043830156,.10476476
15311,6,15311,2003,97.963997,106.65276,257.71191,11.664688,3.9483759,1.0006588,.99961525,1.0549176,229,3.5799999,146.63591,286,182.82065,1299.0787,.057389185,120.98997,1.0632651,.94013923,.025042554,.093909577
15311,7,15311,2004,95.717003,105.85878,259.37881,5.9585495,3.934068,1.000398,1.0201359,1.0024757,204,2.625,128.77647,233.74339,199.53062,1155.8245,.066485442,130.28757,1.0596117,.98377675,.011427185,.046747576
15311,8,15311,2005,100.053,122.53163,273.61398,11.5261,3.8909514,1.0021373,1.0092953,.99906951,239,3.96,131.78085,255.06667,177.60101,2382.7837,.057264991,128.83191,1.0358827,.98168546,.01022589,.065445706
15311,9,15311,2006,125.907,127.2963,232.37427,21.315844,3.8499999,.99900001,1.002,.991,205,3.977,173.15584,301.638,201.73474,2463.6179,.057,136.735,1.001,1,.013,.066
15314,5,15314,2002,82.461998,260.39246,310.86798,88.24305,4.1221728,1.0487167,1.0123698,1.0775805,205,3.244,163.53226,263.0116,303.66971,1156.1389,.062003631,120.80232,1.0604759,.9225713,.043830156,.13683562
15314,6,15314,2003,90.336998,266.60376,279.01358,118.18496,3.9483759,1.0006588,.99961525,1.0549176,205,2.927,196.93718,286.12097,305.73517,1245.9916,.057389185,120.98997,1.0632651,.94013923,.025042554,.10017022
15314,7,15314,2004,96.824997,183.28868,277.03464,180.50259,3.934068,1.000398,1.0201359,1.0024757,215,3.0999999,180.12157,353.63675,246.22534,1265.8235,.066485442,130.28757,1.0596117,.98377675,.011427185,.075834952
15314,8,15314,2005,101.433,200.19286,276.13272,218.20982,3.8909514,1.0021373,1.0092953,.99906951,205,3.7639999,166.84007,500.03543,219.34488,1059.2194,.057264991,128.83191,1.0358827,.98168546,.01022589,.073626406
15314,9,15314,2006,147.98599,106.43143,274.06488,234.32089,3.8499999,.99900001,1.002,.991,205,3.97,205.11688,467.435,206.26727,990.79913,.057,136.735,1.001,1,.013,.064999998
15315,5,15315,2002,173.25,374.09378,362.25977,11.220239,4.1221728,1.0487167,1.0123698,1.0775805,336,5.5840001,311.52521,496.46005,409.48013,2047.1367,.062003631,120.80232,1.0604759,.9225713,.043830156,.10048865
15315,6,15315,2003,194.076,411.66321,354.27451,16.640949,3.9483759,1.0006588,.99961525,1.0549176,439,7.677,320.21979,581.09875,442.99585,2002.5765,.057389185,120.98997,1.0632651,.94013923,.025042554,.087648936
15315,7,15315,2004,250.61099,346.35825,372.61505,58.207253,3.934068,1.000398,1.0201359,1.0024757,512,8.4329996,413.59119,538.62512,448.73834,1884.8928,.066485442,130.28757,1.0596117,.98377675,.011427185,.083106793
15315,8,15315,2005,258.504,570.41425,392.00607,7.319345,3.8909514,1.0021373,1.0092953,.99906951,468,7.7969999,456.55576,614.4375,564.37756,3161.03,.057264991,128.83191,1.0358827,.98168546,.01022589,.08794266
15315,9,15315,2006,258.694,483.41739,372.62775,28.566095,3.8499999,.99900001,1.002,.991,468,6.8049998,435.84912,688.59302,587.81384,3074.6594,.057,136.735,1.001,1,.013,.096000001
15316,5,15316,2002,126.601,277.20795,419.06546,242.15376,4.1221728,1.0487167,1.0123698,1.0775805,685,6.4200001,192.02621,416.06491,418.45056,2028.9109,.062003631,120.80232,1.0604759,.9225713,.043830156,.10155768
15316,6,15316,2003,145.311,390.19916,467.52402,113.89713,3.9483759,1.0006588,.99961525,1.0549176,685,6.7490001,213.96761,437.44394,443.30136,2092.5042,.057389185,120.98997,1.0632651,.94013923,.025042554,.094953015
15316,7,15316,2004,148.048,325.12152,456.6232,46.466324,3.934068,1.000398,1.0201359,1.0024757,685,6.448,229.55098,369.59131,567.08521,2051.1365,.066485442,130.28757,1.0596117,.98377675,.011427185,.069601946
15316,8,15316,2005,153.424,405.6163,443.94934,106.42681,3.8909514,1.0021373,1.0092953,.99906951,685,6.7529998,223.384,495.03021,453.29385,2514.7373,.057264991,128.83191,1.0358827,.98168546,.01022589,.074648999
15316,9,15316,2006,173.828,391.93292,445.78442,92.862762,3.8499999,.99900001,1.002,.991,685,6.816,235.60638,599.38898,484.44144,2460.3711,.057,136.735,1.001,1,.013,.071999997
15321,7,15321,2004,118.227,175.84082,285.5672,42.065285,3.8893981,1.0180583,1.0201359,1.0024757,191,3.6099999,206.86569,290.10242,264.59183,1791.5227,.066485442,130.59921,1.0596117,.98377675,.011427185,.047786407
15321,8,15321,2005,130.364,180.91156,273.32016,69.242584,3.8480027,1.0174761,1.0092953,.99906951,231,3.0840001,206.61105,280.1644,236.11758,1646.4027,.057264991,132.45494,1.0358827,.9827081,.01022589,.048061684
15321,9,15321,2006,144.422,188.74031,259.88226,54.303734,3.803,1.005,1.002,.991,231,3.388,260.42957,318.33401,254.85373,1590.6554,.057,139.966,1.001,1,.013,.059
15322,7,15322,2004,89.412003,175.07959,228.64156,8.5492229,3.8893981,1.0180583,1.0201359,1.0024757,122,3.8,132.83627,158.12354,254.89796,530.81158,.066485442,130.59921,1.0596117,.98377675,.011427185,.069601946
15322,8,15322,2005,87.995003,189.12764,213.88753,14.994882,3.8480027,1.0174761,1.0092953,.99906951,122,3.062,121.99309,157.10406,241.76381,550.44049,.057264991,132.45494,1.0358827,.9827081,.01022589,.073626406
15322,9,15322,2006,88.258003,180.27562,214.58484,11.540868,3.803,1.005,1.002,.991,144,3.2509999,131.57343,127.094,261.54825,509.84131,.057,139.966,1.001,1,.013,.079999998
15324,7,15324,2004,106.265,229.32088,315.87372,40.170986,3.934068,1.000398,1.0201359,1.0024757,417,3.4070001,127.23628,360.51743,293.66562,1449.5084,.066485442,130.28757,1.0596117,.98377675,.011427185,.066485442
15324,8,15324,2005,109.977,231.58469,330.70822,60.539406,3.8909514,1.0021373,1.0092953,.99906951,430,4.2449999,139.83415,421.74271,246.70509,1329.1462,.057264991,128.83191,1.0358827,.98168546,.01022589,.061355341
15324,9,15324,2006,110.53,222.12012,313.48004,119.36125,3.8499999,.99900001,1.002,.991,430,3.6329999,141.2887,464.78799,197.9039,1240.306,.057,136.735,1.001,1,.013,.067000002
15326,7,15326,2004,78.112,181.03842,272.69348,9.9378242,3.934068,1.000398,1.0201359,1.0024757,210,3.5599999,124.73628,219.42871,326.89511,980.07141,.066485442,130.28757,1.0596117,.98377675,.011427185,.051941749
15326,8,15326,2005,83.994003,220.94286,260.00302,19.427841,3.8909514,1.0021373,1.0092953,.99906951,241,3.9579999,171.80058,220.6875,266.13672,942.13519,.057264991,128.83191,1.0358827,.98168546,.01022589,.054197222
15326,9,15326,2006,82.325996,224.77777,262.21759,31.774975,3.8499999,.99900001,1.002,.991,241,3.7079999,152.45354,224.556,282.57355,919.61707,.057,136.735,1.001,1,.013,.048999999
16001,1,16001,1998,120.581,184.32773,351.24295,215.42374,4.1877661,1.1887701,1.002804,.972202,398,4.4180002,228.86879,356.93491,325.41782,1565.5262,.10593001,113.7747,1.1840621,.94042307,.038841002,.094159998
16001,2,16001,1999,120.76,144.28201,349.67163,299.16788,3.8911183,1.0688494,1.0021182,.95954841,398,4.8460002,217.71458,427.634,348.48651,1456.5858,.08629033,136.04648,1.1608925,.92733335,.04026882,.10584947
16001,3,16001,2000,118.337,193.56442,342.17734,172.30713,3.6927679,.97841609,.99403507,1.093327,398,3.904,199.73474,334.50912,348.57471,1412.808,.10263886,121.07481,1.1145242,.91594028,.035700478,.10710143
16001,4,16001,2001,121.466,193.79697,347.6235,200.56921,3.8915715,1.0026697,.99509019,1.0557268,398,4.3670001,174.39105,364.0929,329.53781,1361.6488,.07687857,119.3177,1.0882107,.89763844,.041146275,.11152806
16001,5,16001,2002,126.298,259.76074,407.41394,355.3194,3.9746468,.99633425,1.0123698,1.0476476,398,4.8260002,204.45262,461.90057,341.8176,1370.6775,.080177113,117.3825,1.0604759,.92470938,.0416921,.10048865
16001,6,16001,2003,138.918,252.9413,349.31732,310.84546,3.8169026,.95996457,.99961525,1.0330054,398,4.6020002,191.79292,487.3743,331.83368,1275.6191,.093909577,119.41438,1.0632651,.94222605,.023999114,.071997337
16001,7,16001,2004,138.05,194.29286,339.85742,337.53326,3.8187575,.97546607,1.0201359,1.0149418,542,5.25,186.97353,421.77765,325.18317,2524.3145,.091417477,126.11872,1.0596117,.98585439,.011427185,.066485442
16001,8,16001,2005,146.004,179.45923,366.46405,290.43573,3.8255057,.953053,1.0092953,.97861779,576,6.5780001,228.43633,488.23596,252.897,2408.4922,.061355341,113.8837,1.0358827,.98373067,.0092033008,.076694183
16001,9,16001,2006,173.183,186.37288,389.89221,503.87662,3.744,.93599999,1.002,.99699998,576,5.9699998,243.57841,666.73199,296.80771,2111.1653,.075999998,129.38499,1.001,1,.012,.075999998
16071,1,16071,1998,86.941002,87.776237,263.26877,15.009686,4.1877661,1.1887701,1.002804,.972202,177,3.464,141.98906,197.41426,202.94556,444.1438,.10593001,113.7747,1.1840621,.94042307,.038841002,.13653199
16071,2,16071,1999,89.292999,120.88051,229.38232,23.27458,3.8911183,1.0688494,1.0021182,.95954841,182,3.79,136.11597,251.67867,228.84822,353.99243,.08629033,136.04648,1.1608925,.92733335,.04026882,.11620431
16071,3,16071,2000,94.306999,102.78791,295.59149,27.004082,3.6927679,.97841609,.99403507,1.093327,177,3.7679999,121.54755,293.66263,263.439,374.91397,.10263886,121.07481,1.1145242,.91594028,.035700478,.11044835
16071,4,16071,2001,97.253998,110.60799,247.74318,39.632816,3.8915715,1.0026697,.99509019,1.0557268,177,3.9360001,134.55124,287.50784,251.39633,665.55286,.07687857,119.3177,1.0882107,.89763844,.041146275,.11910763
16071,5,16071,2002,100.951,111.49357,262.8511,37.624493,3.9746468,.99633425,1.0123698,1.0476476,177,4.0100002,154.67238,231.0948,232.27682,603.87024,.080177113,117.3825,1.0604759,.92470938,.0416921,.10904087
16071,6,16071,2003,102.664,108.29239,244.77454,31.335352,3.8169026,.95996457,.99961525,1.0330054,177,3.829,149.78311,211.68881,243.92392,602.63196,.093909577,119.41438,1.0632651,.94222605,.023999114,.10017022
16071,7,16071,2004,103.826,101.23322,233.21997,36.97134,3.8187575,.97546607,1.0201359,1.0149418,182,3.904,138.83235,235.88513,228.28328,624.87439,.091417477,126.11872,1.0596117,.98585439,.011427185,.09453398
16071,8,16071,2005,99.678001,138.03004,214.43466,35.456635,3.8255057,.953053,1.0092953,.97861779,182,3.845,124.54689,256.33783,218.93884,545.0968,.061355341,113.8837,1.0358827,.98373067,.0092033008,.1124848
16071,9,16071,2006,103.7,102.36539,221.32137,98.170509,3.744,.93599999,1.002,.99699998,182,3.7820001,124.62238,224.757,230.55876,513.8335,.075999998,129.38499,1.001,1,.012,.116
16078,1,16078,1998,116.425,123.19209,280.78168,53.509689,4.1877661,1.1887701,1.002804,.972202,298,3.01,155.36183,270.72589,295.97525,978.00397,.10593001,113.7747,1.1840621,.94042307,.038841002,.107107
16078,2,16078,1999,120.883,116.31324,312.10794,58.347721,3.8911183,1.0688494,1.0021182,.95954841,296,4.151,187.58475,267.83374,300.37997,891.05682,.08629033,136.04648,1.1608925,.92733335,.04026882,.11735484
16078,3,16078,2000,115.14,80.773087,282.0202,52.717342,3.6927679,.97841609,.99403507,1.093327,304,3.9030001,159.57758,297.58099,312.04333,802.38281,.10263886,121.07481,1.1145242,.91594028,.035700478,.12272038
16078,4,16078,2001,107.963,78.785103,301.01633,83.330254,3.8915715,1.0026697,.99509019,1.0557268,291,3.3789999,141.32637,296.51389,300.42007,754.54431,.07687857,119.3177,1.0882107,.89763844,.041146275,.12777001
16078,5,16078,2002,127.932,136.83369,308.80569,94.381638,3.9746468,.99633425,1.0123698,1.0476476,335,4.1329999,164.21674,332.22888,287.65131,754.3905,.080177113,117.3825,1.0604759,.92470938,.0416921,.10048865
16078,6,16078,2003,121.116,143.35001,284.95407,56.553535,3.8169026,.95996457,.99961525,1.0330054,309,4.256,206.14915,307.1185,279.95218,766.67126,.093909577,119.41438,1.0632651,.94222605,.023999114,.091822699
16078,7,16078,2004,132.948,89.394035,287.45215,68.069595,3.8187575,.97546607,1.0201359,1.0149418,312,4.4289999,172.30293,330.29083,276.1821,665.75793,.091417477,126.11872,1.0596117,.98585439,.011427185,.074796118
16078,8,16078,2005,137.797,130.79936,306.57651,70.773254,3.8255057,.953053,1.0092953,.97861779,282,5.434,177.9921,360.27859,262.28006,787.23871,.061355341,113.8837,1.0358827,.98373067,.0092033008,.075671591
16078,9,16078,2006,136.017,173.09296,273.40021,105.74624,3.744,.93599999,1.002,.99699998,310,5.2779999,217.58839,311.88599,250.05342,1195.4664,.075999998,129.38499,1.001,1,.012,.082000002
16097,1,16097,1998,69.088997,111.94456,264.97067,67.05085,4.1877661,1.1887701,1.002804,.972202,178,3.7390001,125.18289,226.23654,223.30296,934.15698,.10593001,113.7747,1.1840621,.94042307,.038841002,.13535501
16097,2,16097,1999,66.762001,143.03659,260.4248,66.5,3.8911183,1.0688494,1.0021182,.95954841,241,3.9000001,129.92667,190.89578,264.73413,883.30176,.08629033,136.04648,1.1608925,.92733335,.04026882,.14726883
16097,3,16097,2000,70.602997,157,261.71942,36.665306,3.6927679,.97841609,.99403507,1.093327,241,3.6359999,117.88588,207.62607,232.53593,776.31049,.10263886,121.07481,1.1145242,.91594028,.035700478,.15284266
16129,1,16129,1998,130.70599,120.11584,294.00821,48.572639,4.1877661,1.1887701,1.002804,.972202,203,5.474,181.17694,273.20901,318.32474,898.48547,.10593001,113.7747,1.1840621,.94042307,.038841002,.12711601
16129,2,16129,1999,130.74899,114.68568,280.77612,48.019184,3.8911183,1.0688494,1.0021182,.95954841,209,5.691,182.37761,272.28412,302.48438,824.09979,.08629033,136.04648,1.1608925,.92733335,.04026882,.13346237
16129,3,16129,2000,129.476,140.14481,286.2211,37.537754,3.6927679,.97841609,.99403507,1.093327,252,5.7410002,155.95395,255.42265,308.87799,748.89526,.10263886,121.07481,1.1145242,.91594028,.035700478,.14168626
16129,4,16129,2001,130.78999,150.76349,284.65723,52.625641,3.8915715,1.0026697,.99509019,1.0557268,288,5.3210001,156.88159,289.81424,279.64795,650.69379,.07687857,119.3177,1.0882107,.89763844,.041146275,.13643239
16129,5,16129,2002,136.095,121.39271,304.50159,110.82347,3.9746468,.99633425,1.0123698,1.0476476,329,3.9400001,165.72682,320.58496,273.25537,661.45001,.080177113,117.3825,1.0604759,.92470938,.0416921,.12614533
16129,6,16129,2003,127.93,135.02499,289.31628,99.925255,3.8169026,.95996457,.99961525,1.0330054,331,4.2210002,190.56819,371,272.04239,836.29974,.093909577,119.41438,1.0632651,.94222605,.023999114,.08347518
16129,7,16129,2004,146.33701,134.4164,300.19757,102.44934,3.8187575,.97546607,1.0201359,1.0149418,336,3.75,155.90881,458.24237,291.81046,1269.5498,.091417477,126.11872,1.0596117,.98585439,.011427185,.068563111
16129,8,16129,2005,150.754,182.42918,293.52179,119.90491,3.8255057,.953053,1.0092953,.97861779,376,5.382,184.88846,428.4501,275.19418,1216.7939,.061355341,113.8837,1.0358827,.98373067,.0092033008,.070558645
16129,9,16129,2006,159.09,147.60791,294.36227,155.01906,3.744,.93599999,1.002,.99699998,409,4.7680001,192.50948,421.689,319.75107,1152.818,.075999998,129.38499,1.001,1,.012,.075999998
16151,1,16151,1998,156.92999,88.410889,294.14319,27.61138,4.1877661,1.1887701,1.002804,.972202,196,4.8319998,236.62025,370.617,295.91089,873.0672,.10593001,113.7747,1.1840621,.94042307,.038841002,.114169
16151,2,16151,1999,143.621,107.10656,272.95294,39.848923,3.8911183,1.0688494,1.0021182,.95954841,204,5.191,226.13876,297.8685,299.46179,806.63885,.08629033,136.04648,1.1608925,.92733335,.04026882,.12195699
16151,3,16151,2000,146.563,149.65793,238.98206,83.505096,3.6927679,.97841609,.99403507,1.093327,264,5.0349998,188.75975,251.71255,288.04788,880.04987,.10263886,121.07481,1.1145242,.91594028,.035700478,.10710143
16151,4,16151,2001,140.43201,87.542122,325.16647,53.215382,3.8915715,1.0026697,.99509019,1.0557268,251,5.7129998,179.54129,355.45959,285.36499,1214.6573,.07687857,119.3177,1.0882107,.89763844,.041146275,.11694205
16151,5,16151,2002,122.482,196.97211,307.73178,126.49489,3.9746468,.99633425,1.0123698,1.0476476,251,6.3889999,172.56049,277.23004,260.11588,1091.5107,.080177113,117.3825,1.0604759,.92470938,.0416921,.11866213
16151,6,16151,2003,141.806,132.5489,295.85281,138.98283,3.8169026,.95996457,.99961525,1.0330054,251,6.5219998,205.42688,341.74863,275.32498,1062.6273,.093909577,119.41438,1.0632651,.94222605,.023999114,.10330053
16191,1,16191,1998,59.061001,85.993828,253.01408,11.923597,4.2442622,1.145221,1.002804,1.217018,183,3.8399999,97.773354,155.15326,188.32991,822.44708,.111815,121.90659,1.1840621,.93689203,.037664004,.081212997
16191,2,16191,1999,64.153999,69.25679,240.98737,22.280312,3.8945699,1.0170753,1.0021182,1.1862043,183,4.0749998,93.778992,136.9066,203.11539,765.90967,.095494621,130.35593,1.1608925,.92388171,.037967741,.088591397
16191,3,16191,2000,62.028999,85.957191,245.05388,9.6733074,3.6559517,.9382531,.99403507,1.1201023,183,3.8889999,83.35836,159.93275,205.11296,733.72437,.13833934,129.04494,1.1145242,.91259342,.034584835,.091482468
16191,4,16191,2001,58.868999,92.476601,217.19695,14.158731,3.861253,.99509019,.99509019,1.0914592,183,3.947,61.026867,149.29071,159.63002,650.56262,.098534495,137.66786,1.0882107,.89763844,.041146275,.097451709
16191,5,16191,2002,63.331001,52.789921,229.16579,13.398444,3.9425759,.99740332,1.0123698,1.1000301,183,3.8759999,97.25605,160.51732,142.99036,639.61365,.10583379,136.48497,1.0604759,.92577839,.0416921,.10476476
16191,6,16191,2003,61.194,70.743988,210.87265,6.0762548,3.7981207,.95370388,.99961525,1.0810035,183,3.7920001,65.816483,165.12985,150.13239,562.2016,.12208245,125.15434,1.0632651,.94013923,.023999114,.093909577
16191,7,16191,2004,59.282001,74.645988,214.7332,54.533268,3.7709711,.97131068,1.0201359,1.0461068,183,3.8280001,65.237259,152.55273,138.31551,506.0799,.13920389,138.17543,1.0596117,.9848156,.011427185,.08518447
16191,8,16191,2005,50.494999,81.456543,191.11955,106.34486,3.7498343,.97657257,1.0092953,1.005205,183,3.7590001,53.337608,174.30666,129.40001,533.32544,.11452998,135.83768,1.0358827,.98373067,.01022589,.083852306
16191,9,16191,2006,53.765999,42.094639,229.79242,39.635361,3.6470001,.95099998,1.002,1.001,163,4.2350001,61.70929,186.422,137.52681,670.66772,.168,134.321,1.001,1,.012,.059
16220,1,16220,1998,53.327,50.230843,219.85799,4.3716707,4.2430849,1.1828851,1.002804,.972202,122,4.5929999,55.21471,164.83084,108.02189,1085.908,.115346,114.57037,1.1840621,.939246,.038841002,.090629004
16220,2,16220,1999,56.750999,52.503262,192.76579,4.9304557,3.9083765,1.0584947,1.0021182,.95954841,124,4.8559999,76.480675,129.61366,124.61739,966.50854,.10354839,119.35332,1.1608925,.92618281,.04026882,.095494621
16220,3,16220,2000,56.924,72.617142,232.99776,9.4836731,3.6771488,.97618484,.99403507,1.093327,124,5.79,76.447449,153.37805,112.58971,834.75244,.12495167,117.41216,1.1145242,.91482466,.035700478,.10375451
16220,4,16220,2001,57.005001,56.756584,201.91187,5.4297438,3.8904884,1.0275741,.99509019,1.0557268,124,4.927,57.37413,148.79614,121.00738,764.50122,.099617295,126.18155,1.0882107,.89763844,.042229071,.10827968
16220,5,16220,2002,59.256001,57.69215,206.68848,62.825508,3.9703705,1.0348192,1.0123698,1.0476476,136,4.5349998,66.721779,171.20462,119.84505,728.04456,.10155768,122.16747,1.0604759,.92470938,.042761125,.080177113
16220,6,16220,2003,60.469002,65.071274,133.6002,8.5696974,3.827337,.98083335,.99961525,1.0330054,136,5.5700002,58.092243,173.99002,125.82234,696.77637,.10956117,121.62647,1.0632651,.94118267,.025042554,.066780142
16220,7,16220,2004,63.403,81.284531,199.76477,15.246674,3.8052526,1.000398,1.0201359,1.0149418,136,4.7010002,68.051964,154.76768,123.24195,694.83484,.11946602,139.21219,1.0596117,.98377675,.011427185,.044669904
16220,8,16220,2005,66.073997,66.388947,182.22188,26.996864,3.8152797,1.0174761,1.0092953,.97861779,136,5.2909999,67.20829,182.30177,111.24422,703.12567,.094078198,143.03874,1.0358827,.9827081,.01022589,.046016511
16220,9,16220,2006,65.471001,67.525513,191.89522,17.458376,3.737,.98000002,1.002,.99699998,156,5.5840001,71.00499,180.65601,118.35816,644.31952,.125,143.776,1.001,1,.012,.052999999
16233,1,16233,1998,84.591003,125.70915,278.33334,21.445839,4.2442622,1.145221,1.002804,1.217018,183,5.1739998,144.3638,233.20604,240.81192,1321.7294,.111815,121.90659,1.1840621,.93689203,.037664004,.07062
16233,2,16233,1999,84.547997,115.49208,258.23651,29.439379,3.8945699,1.0170753,1.0021182,1.1862043,183,5.27,127.55106,251.77834,282.74661,1202.1405,.095494621,130.35593,1.1608925,.92388171,.037967741,.08053764
16233,3,16233,2000,88.328003,137.51605,270.8092,15.491037,3.6559517,.9382531,.99403507,1.1201023,183,4.8109999,121.92393,262.65036,259.12604,1193.6909,.13833934,129.04494,1.1145242,.91259342,.034584835,.07586351
16233,4,16233,2001,88.991997,129.83459,286.23395,26.249998,3.861253,.99509019,.99509019,1.0914592,183,4.9190001,108.24478,243.81544,256.84439,1209.7664,.098534495,137.66786,1.0882107,.89763844,.041146275,.081209756
16233,5,16233,2002,93.223999,146.08894,278.94403,31.356655,3.9425759,.99740332,1.0123698,1.1000301,195,5.1199999,142.86189,204.54156,227.1597,1166.8046,.10583379,136.48497,1.0604759,.92577839,.0416921,.085522249
16233,6,16233,2003,98.684998,141.09628,267.27243,36.727798,3.7981207,.95370388,.99961525,1.0810035,196,4.6339998,119.10205,250.57379,254.20351,1056.7131,.12208245,125.15434,1.0632651,.94013923,.023999114,.071997337
